Time;Load_1;Load_2;Hydro_ROR_1;Hydro_STOR_1;Hydro_ROR_2;Hydro_STOR_2;Wind_1;Wind_2;Solar_1;Solar_2;CCGT.ElectricityPrice;OCGT.ElectricityPrice;Nuclear.ElectricityPrice;Prix_poubelle;Prix_reseau
16758000;50493;65280;4397;0;3298;0;2647;2636;0;0;56.44;96.11;11.5;0;10000
16761600;54031;60707;4654;1066;3490;799;3056;2671;0;0;56.44;96.11;11.5;0;10000
16765200;51737;55983;4505;0;3379;0;3405;2594;0;0;56.44;96.11;11.5;0;10000
16768800;46961;52579;3909;0;2932;0;3339;2461;0;0;56.44;96.11;11.5;0;10000
16772400;45423;50604;3562;0;2672;0;3210;2303;0;0;56.44;96.11;11.5;0;10000
16776000;42639;49805;3188;0;2391;0;2987;2190;0;0;56.44;96.11;11.5;0;10000
16779600;40787;49822;3127;0;2345;0;2708;2057;0;0;56.44;96.11;11.5;0;10000
16783200;40164;51380;3143;0;2357;0;2476;1920;0;19;56.44;96.11;11.5;0;10000
16786800;39368;56334;3165;0;2373;0;2393;1725;9;414;56.44;96.11;11.5;0;10000
16790400;39941;63474;3142;0;2357;0;2304;1552;434;1311;56.44;96.11;11.5;0;10000
16794000;42074;70233;3178;0;2383;0;1996;1445;1844;3255;56.44;96.11;11.5;0;10000
16797600;45281;74052;3345;0;2508;0;2138;1322;4078;4807;56.44;96.11;11.5;0;10000
16801200;48165;76260;3486;0;2615;0;2358;1412;6241;5853;56.44;96.11;11.5;0;10000
16804800;50157;77693;3821;0;2865;0;2612;1494;7959;6560;56.44;96.11;11.5;0;10000
16808400;52378;77181;4084;0;3063;0;2855;1597;9240;6882;56.44;96.11;11.5;0;10000
16812000;52923;77294;4113;0;3084;0;2929;1742;10060;7075;56.44;96.11;11.5;0;10000
16815600;50906;76963;3897;0;2923;0;2885;1834;10403;7243;56.44;96.11;11.5;0;10000
16819200;49356;76344;3629;0;2722;0;2826;2029;10249;6777;56.44;96.11;11.5;0;10000
16822800;48403;75655;3462;0;2596;0;2791;2098;9450;6226;56.44;96.11;11.5;0;10000
16826400;47945;75180;3471;0;2603;0;2633;2160;8157;5258;56.44;96.11;11.5;0;10000
16830000;48728;73870;3507;0;2630;0;2457;2080;6058;3194;56.44;96.11;11.5;0;10000
16833600;49969;72311;3624;0;2718;0;2172;1934;3475;1806;56.44;96.11;11.5;0;10000
16837200;49457;69866;3699;0;2774;0;1911;1815;1221;216;56.44;96.11;11.5;0;10000
16840800;48529;68530;3733;0;2800;0;1657;1849;189;12;56.44;96.11;11.5;0;10000
16844400;49942;66475;3881;0;2911;0;1638;1840;0;0;56.44;96.11;11.5;0;10000
16848000;53416;61987;4060;1677;3045;1258;1563;1759;0;0;56.44;96.11;11.5;0;10000
16851600;51166;57149;3743;0;2807;0;1350;1717;0;0;56.44;96.11;11.5;0;10000
16855200;46306;53693;3502;0;2627;0;1219;1621;0;0;56.44;96.11;11.5;0;10000
16858800;44779;51707;3236;0;2427;0;1022;1517;0;0;56.44;96.11;11.5;0;10000
16862400;42254;50923;3179;0;2384;0;860;1404;0;0;56.44;96.11;11.5;0;10000
16866000;41247;50752;3016;0;2262;0;840;1310;0;0;56.44;96.11;11.5;0;10000
16869600;42871;52040;2925;0;2194;0;908;1236;0;53;56.44;96.11;11.5;0;10000
16873200;45501;56874;3109;0;2332;0;931;1153;14;630;56.44;96.11;11.5;0;10000
16876800;49691;63960;3474;0;2605;0;866;1042;459;1784;56.44;96.11;11.5;0;10000
16880400;54376;70764;3813;0;2860;0;751;935;1921;4112;56.44;96.11;11.5;0;10000
16884000;58205;74489;3759;0;2819;0;622;885;4297;6266;56.44;96.11;11.5;0;10000
16887600;60867;76602;3823;0;2867;0;619;920;6694;7623;56.44;96.11;11.5;0;10000
16891200;62613;77814;4048;0;3036;0;547;976;8651;8466;56.44;96.11;11.5;0;10000
16894800;64090;77162;4079;0;3059;0;537;1046;10027;8974;56.44;96.11;11.5;0;10000
16898400;64146;77216;3869;0;2902;0;520;1070;10798;8922;56.44;96.11;11.5;0;10000
16902000;64106;76802;3860;0;2895;0;507;1081;10901;8556;56.44;96.11;11.5;0;10000
16905600;62977;76042;3888;0;2916;0;487;1071;10452;7938;56.44;96.11;11.5;0;10000
16909200;61745;75424;3951;0;2963;0;458;1063;9397;6974;56.44;96.11;11.5;0;10000
16912800;60439;75011;4102;0;3076;0;464;1065;7956;5584;56.44;96.11;11.5;0;10000
16916400;60067;73772;4021;0;3016;0;438;1028;5936;3214;56.44;96.11;11.5;0;10000
16920000;60373;72239;4116;0;3087;0;411;979;3403;1691;56.44;96.11;11.5;0;10000
16923600;57975;70235;4390;0;3293;0;407;916;1237;248;56.44;96.11;11.5;0;10000
16927200;55195;69158;4209;0;3156;0;438;868;191;11;56.44;96.11;11.5;0;10000
16930800;55926;67117;4106;0;3079;0;628;865;0;0;56.44;96.11;11.5;0;10000
16934400;59067;62684;4219;1844;3164;1383;1002;909;0;0;56.44;96.11;11.5;0;10000
16938000;55463;57912;3980;0;2985;0;1228;1006;0;0;56.44;96.11;11.5;0;10000
16941600;49907;54226;3667;0;2750;0;1234;1070;0;0;56.44;96.11;11.5;0;10000
16945200;48456;52053;3470;0;2602;0;1215;1121;0;0;56.44;96.11;11.5;0;10000
16948800;45807;51312;3338;0;2503;0;1281;1115;0;0;56.44;96.11;11.5;0;10000
16952400;44534;51119;3284;0;2463;0;1455;1038;0;0;56.44;96.11;11.5;0;10000
16956000;45372;52328;3127;0;2345;0;1601;979;0;48;56.44;96.11;11.5;0;10000
16959600;47520;57057;3332;0;2499;0;1621;909;9;477;56.44;96.11;11.5;0;10000
16963200;51623;63991;3638;0;2728;0;1527;794;455;1676;56.44;96.11;11.5;0;10000
16966800;56022;70813;4058;0;3043;0;1120;695;1905;3742;56.44;96.11;11.5;0;10000
16970400;59779;74666;4400;0;3300;0;677;721;4283;5758;56.44;96.11;11.5;0;10000
16974000;62337;76792;4321;0;3241;0;569;800;6728;7575;56.44;96.11;11.5;0;10000
16977600;64391;77919;4254;0;3191;0;589;874;8810;9001;56.44;96.11;11.5;0;10000
16981200;65653;77476;4289;0;3216;0;753;995;10233;9506;56.44;96.11;11.5;0;10000
16984800;65660;77658;4133;0;3100;0;924;1168;10750;9580;56.44;96.11;11.5;0;10000
16988400;65662;77314;4027;0;3020;0;1192;1461;10738;9171;56.44;96.11;11.5;0;10000
16992000;64530;76695;3989;0;2992;0;1369;1782;10205;8775;56.44;96.11;11.5;0;10000
16995600;62892;76019;3994;0;2995;0;1608;1908;8705;7721;56.44;96.11;11.5;0;10000
16999200;61825;75315;3994;0;2995;0;1765;2141;6689;5905;56.44;96.11;11.5;0;10000
17002800;61329;73878;4114;0;3086;0;1853;2148;4666;3446;56.44;96.11;11.5;0;10000
17006400;61103;72317;4498;0;3374;0;2081;2238;2612;1531;56.44;96.11;11.5;0;10000
17010000;58446;70426;4560;0;3420;0;2251;2331;941;308;56.44;96.11;11.5;0;10000
17013600;55827;69137;4243;0;3182;0;2735;2614;165;20;56.44;96.11;11.5;0;10000
17017200;56375;67180;4155;0;3116;0;3591;2753;0;0;56.44;96.11;11.5;0;10000
17020800;59393;62819;4371;1604;3278;1203;4248;2952;0;0;56.44;96.11;11.5;0;10000
17024400;56101;58091;4215;0;3161;0;4475;3076;0;0;56.44;96.11;11.5;0;10000
17028000;50868;54369;3653;0;2740;0;4196;2982;0;0;56.44;96.11;11.5;0;10000
17031600;49229;52134;3519;0;2639;0;4257;2792;0;0;56.44;96.11;11.5;0;10000
17035200;46358;51302;3498;0;2623;0;4228;2656;0;0;56.44;96.11;11.5;0;10000
17038800;45124;51263;3506;0;2629;0;3895;2921;0;0;56.44;96.11;11.5;0;10000
17042400;46048;52563;3431;0;2573;0;3392;3048;0;57;56.44;96.11;11.5;0;10000
17046000;48234;57168;3371;0;2528;0;2666;3109;8;718;56.44;96.11;11.5;0;10000
17049600;52096;64111;3554;0;2665;0;2378;2919;374;2061;56.44;96.11;11.5;0;10000
17053200;56447;70865;3928;0;2946;0;2049;2702;1537;4630;56.44;96.11;11.5;0;10000
17056800;60025;75028;4266;0;3199;0;1583;2725;3495;6884;56.44;96.11;11.5;0;10000
17060400;62236;77125;4300;0;3225;0;1470;2869;5655;8065;56.44;96.11;11.5;0;10000
17064000;63683;78098;4258;0;3194;0;1487;3079;7803;9052;56.44;96.11;11.5;0;10000
17067600;64616;77247;4380;0;3285;0;1626;3343;9372;9925;56.44;96.11;11.5;0;10000
17071200;64472;76610;4248;0;3186;0;1641;3628;10226;9927;56.44;96.11;11.5;0;10000
17074800;64257;75806;4093;0;3070;0;1825;3820;10464;9841;56.44;96.11;11.5;0;10000
17078400;62978;74905;4024;0;3018;0;2160;3994;10032;9065;56.44;96.11;11.5;0;10000
17082000;61311;73910;4023;0;3017;0;2555;4058;9024;7911;56.44;96.11;11.5;0;10000
17085600;60048;73070;4004;0;3003;0;2838;3932;7438;6112;56.44;96.11;11.5;0;10000
17089200;59579;71713;3909;0;2932;0;2743;3623;5173;3492;56.44;96.11;11.5;0;10000
17092800;58836;69854;4011;0;3008;0;2388;3069;2838;1706;56.44;96.11;11.5;0;10000
17096400;56335;67429;4074;0;3056;0;2093;2791;985;250;56.44;96.11;11.5;0;10000
17100000;53877;65925;3983;0;2987;0;1874;2697;149;16;56.44;96.11;11.5;0;10000
17103600;54984;64221;3926;0;2944;0;1840;2608;0;0;56.44;96.11;11.5;0;10000
17107200;57946;60492;4020;1064;3015;798;1647;2477;0;0;56.44;96.11;11.5;0;10000
17110800;54548;56188;3890;0;2917;0;1671;2393;0;0;56.44;96.11;11.5;0;10000
17114400;49081;52404;3771;0;2828;0;1652;2368;0;0;56.44;96.11;11.5;0;10000
17118000;47214;49993;3666;0;2750;0;1372;2289;0;0;56.44;96.11;11.5;0;10000
17121600;43977;48660;3536;0;2652;0;977;2379;0;0;56.44;96.11;11.5;0;10000
17125200;42390;47812;3453;0;2590;0;851;2565;0;0;56.44;96.11;11.5;0;10000
17128800;41974;47202;3335;0;2501;0;651;2515;0;57;56.44;96.11;11.5;0;10000
17132400;41819;48055;3230;0;2422;0;536;2317;8;848;56.44;96.11;11.5;0;10000
17136000;42941;51197;3242;0;2432;0;451;2016;358;1990;56.44;96.11;11.5;0;10000
17139600;45596;55758;3253;0;2439;0;443;1912;1508;4833;56.44;96.11;11.5;0;10000
17143200;49202;60036;3430;0;2572;0;433;2022;3204;7014;56.44;96.11;11.5;0;10000
17146800;51789;62821;3602;0;2702;0;515;2234;4986;8445;56.44;96.11;11.5;0;10000
17150400;53292;63730;3771;0;2828;0;465;2575;6704;9356;56.44;96.11;11.5;0;10000
17154000;54984;63062;3677;0;2758;0;551;3014;8072;9365;56.44;96.11;11.5;0;10000
17157600;55483;61867;3726;0;2794;0;529;3203;9050;9122;56.44;96.11;11.5;0;10000
17161200;53954;60793;3629;0;2722;0;521;3385;9435;8982;56.44;96.11;11.5;0;10000
17164800;52733;59843;3613;0;2710;0;504;3565;9077;8530;56.44;96.11;11.5;0;10000
17168400;51616;59174;3639;0;2729;0;411;3426;8187;7713;56.44;96.11;11.5;0;10000
17172000;50788;59762;3638;0;2729;0;427;3162;6625;6289;56.44;96.11;11.5;0;10000
17175600;51142;60271;3551;0;2663;0;473;2773;4679;3841;56.44;96.11;11.5;0;10000
17179200;51519;59846;3694;0;2770;0;626;2379;2609;2190;56.44;96.11;11.5;0;10000
17182800;49731;58596;3777;0;2832;0;804;1979;911;261;56.44;96.11;11.5;0;10000
17186400;47940;58221;3665;0;2749;0;1087;1647;122;15;56.44;96.11;11.5;0;10000
17190000;49481;57549;3784;0;2838;0;1380;1461;0;0;56.44;96.11;11.5;0;10000
17193600;52965;54634;3954;862;2966;646;1261;1349;0;0;56.44;96.11;11.5;0;10000
17197200;50163;51095;3756;0;2817;0;1421;1242;0;0;56.44;96.11;11.5;0;10000
17200800;45069;47874;3602;0;2701;0;1593;1359;0;0;56.44;96.11;11.5;0;10000
17204400;43433;45904;3541;0;2655;0;1760;1401;0;0;56.44;96.11;11.5;0;10000
17208000;40456;44542;3494;0;2620;0;1670;1393;0;0;56.44;96.11;11.5;0;10000
17211600;38827;43786;3348;0;2511;0;1487;1480;0;0;56.44;96.11;11.5;0;10000
17215200;38382;43330;3230;0;2422;0;1253;1504;0;27;56.44;96.11;11.5;0;10000
17218800;37579;42905;3171;0;2378;0;1152;1531;4;324;56.44;96.11;11.5;0;10000
17222400;37781;44545;3100;0;2325;0;1347;1428;321;1270;56.44;96.11;11.5;0;10000
17226000;39744;47603;3102;0;2326;0;1414;1411;1388;2625;56.44;96.11;11.5;0;10000
17229600;42762;51017;3080;0;2310;0;1570;1654;2990;3740;56.44;96.11;11.5;0;10000
17233200;45448;53845;3284;0;2463;0;2118;1720;4784;4690;56.44;96.11;11.5;0;10000
17236800;47446;56034;3332;0;2499;0;2724;1868;6290;5802;56.44;96.11;11.5;0;10000
17240400;49525;56917;3454;0;2590;0;2801;2066;7756;6545;56.44;96.11;11.5;0;10000
17244000;50084;56551;3437;0;2578;0;3139;2310;8416;6563;56.44;96.11;11.5;0;10000
17247600;48089;55738;3400;0;2550;0;3702;2580;8859;5968;56.44;96.11;11.5;0;10000
17251200;46547;55064;3341;0;2506;0;4033;2822;8397;5761;56.44;96.11;11.5;0;10000
17254800;45442;54811;3374;0;2530;0;4088;2851;7549;5251;56.44;96.11;11.5;0;10000
17258400;45085;55406;3457;0;2592;0;4032;2789;6217;4251;56.44;96.11;11.5;0;10000
17262000;46030;56479;3617;0;2713;0;3820;2578;4663;2426;56.44;96.11;11.5;0;10000
17265600;47705;56934;3353;0;2515;0;3150;2253;2732;1102;56.44;96.11;11.5;0;10000
17269200;48155;57198;3401;0;2551;0;2500;1928;967;199;56.44;96.11;11.5;0;10000
17272800;47805;58213;3502;0;2627;0;1905;1904;126;9;56.44;96.11;11.5;0;10000
17276400;49685;58768;3548;0;2661;0;1765;1929;0;0;56.44;96.11;11.5;0;10000
17280000;53034;55845;3686;1845;2764;1384;1839;1903;0;0;56.44;96.11;11.5;0;10000
17283600;50190;51968;3428;0;2571;0;1834;1809;0;0;56.44;96.11;11.5;0;10000
17287200;45067;48750;3195;0;2396;0;1777;1724;0;0;56.44;96.11;11.5;0;10000
17290800;43668;47111;3199;0;2399;0;1671;1631;0;0;56.44;96.11;11.5;0;10000
17294400;41437;46317;3246;0;2434;0;1640;1448;0;0;56.44;96.11;11.5;0;10000
17298000;40613;46646;3166;0;2374;0;1537;1323;0;0;56.44;96.11;11.5;0;10000
17301600;42256;48733;3160;0;2370;0;1505;1233;0;47;56.44;96.11;11.5;0;10000
17305200;45072;54062;3223;0;2417;0;1516;1144;2;496;56.44;96.11;11.5;0;10000
17308800;49189;61378;3429;0;2571;0;1558;1013;297;1490;56.44;96.11;11.5;0;10000
17312400;54152;68500;3679;0;2759;0;1563;975;1534;3431;56.44;96.11;11.5;0;10000
17316000;58119;72822;3746;0;2810;0;1880;1048;3666;5413;56.44;96.11;11.5;0;10000
17319600;60484;75401;3848;0;2886;0;2182;1209;5798;6612;56.44;96.11;11.5;0;10000
17323200;62220;76834;3945;0;2959;0;2340;1413;7423;7276;56.44;96.11;11.5;0;10000
17326800;63492;76584;3871;0;2903;0;2368;1509;8496;7314;56.44;96.11;11.5;0;10000
17330400;63564;76965;3915;0;2936;0;2416;1687;8893;7085;56.44;96.11;11.5;0;10000
17334000;63569;76715;3941;0;2956;0;2545;1908;8875;6754;56.44;96.11;11.5;0;10000
17337600;62344;76099;3893;0;2919;0;2708;2180;8605;6175;56.44;96.11;11.5;0;10000
17341200;60926;75598;3896;0;2922;0;2813;2277;7750;5675;56.44;96.11;11.5;0;10000
17344800;59304;74996;3972;0;2979;0;2810;2207;6591;4536;56.44;96.11;11.5;0;10000
17348400;58841;73765;4238;0;3178;0;2692;2143;4974;2753;56.44;96.11;11.5;0;10000
17352000;59440;72027;4365;0;3274;0;2326;2059;2949;1373;56.44;96.11;11.5;0;10000
17355600;57341;69833;4271;0;3203;0;1896;2071;1043;202;56.44;96.11;11.5;0;10000
17359200;54254;68518;4197;0;3148;0;1504;2118;132;8;56.44;96.11;11.5;0;10000
17362800;55314;66552;4144;0;3108;0;1623;2208;0;0;56.44;96.11;11.5;0;10000
17366400;58296;61897;3985;1516;2989;1137;2117;2431;0;0;56.44;96.11;11.5;0;10000
17370000;54783;57213;3728;0;2796;0;2532;2458;0;0;56.44;96.11;11.5;0;10000
17373600;49377;53632;3361;0;2521;0;2547;2438;0;0;56.44;96.11;11.5;0;10000
17377200;47831;51774;3192;0;2394;0;2406;2454;0;0;56.44;96.11;11.5;0;10000
17380800;45237;51010;3262;0;2446;0;1985;2543;0;0;56.44;96.11;11.5;0;10000
17384400;44056;50925;3213;0;2409;0;1698;2419;0;0;56.44;96.11;11.5;0;10000
17388000;45144;52215;3212;0;2409;0;1437;2293;0;27;56.44;96.11;11.5;0;10000
17391600;47263;56597;3209;0;2406;0;1073;2158;4;714;56.44;96.11;11.5;0;10000
17395200;51200;63394;3341;0;2506;0;822;2104;322;1773;56.44;96.11;11.5;0;10000
17398800;55879;69899;3678;0;2758;0;600;1988;1736;4563;56.44;96.11;11.5;0;10000
17402400;59823;74037;3771;0;2828;0;464;2210;4187;6697;56.44;96.11;11.5;0;10000
17406000;62275;76454;3678;0;2758;0;526;2461;6525;8224;56.44;96.11;11.5;0;10000
17409600;63879;77876;3731;0;2798;0;612;2631;8380;9239;56.44;96.11;11.5;0;10000
17413200;65197;77665;3787;0;2840;0;648;2905;9705;9749;56.44;96.11;11.5;0;10000
17416800;65142;77745;3498;0;2623;0;671;3211;10407;9923;56.44;96.11;11.5;0;10000
17420400;65103;77323;3408;0;2556;0;732;3444;10153;9902;56.44;96.11;11.5;0;10000
17424000;63756;76631;3572;0;2679;0;812;3500;9064;9424;56.44;96.11;11.5;0;10000
17427600;62506;75991;3783;0;2837;0;968;3411;7677;8454;56.44;96.11;11.5;0;10000
17431200;61179;75358;4009;0;3007;0;1042;3385;6324;6648;56.44;96.11;11.5;0;10000
17434800;60662;74226;4214;0;3160;0;1010;2964;4487;3841;56.44;96.11;11.5;0;10000
17438400;60328;72524;4387;0;3290;0;1064;2540;2586;2125;56.44;96.11;11.5;0;10000
17442000;57719;70524;4307;0;3230;0;1130;2134;1023;269;56.44;96.11;11.5;0;10000
17445600;54826;69494;4264;0;3198;0;1144;1841;150;12;56.44;96.11;11.5;0;10000
17449200;55884;67581;4261;0;3195;0;1154;1703;0;0;56.44;96.11;11.5;0;10000
17452800;58789;63133;4312;1681;3234;1260;1047;1553;0;0;56.44;96.11;11.5;0;10000
17456400;55185;58040;3773;0;2830;0;875;1464;0;0;56.44;96.11;11.5;0;10000
17460000;49619;54386;3348;0;2511;0;853;1287;0;0;56.44;96.11;11.5;0;10000
17463600;48338;52339;3259;0;2444;0;955;1188;0;0;56.44;96.11;11.5;0;10000
17467200;45587;51555;3234;0;2425;0;1062;1093;0;0;56.44;96.11;11.5;0;10000
17470800;44503;51414;3362;0;2521;0;1094;1011;0;0;56.44;96.11;11.5;0;10000
17474400;45323;52815;3406;0;2554;0;1011;983;0;31;56.44;96.11;11.5;0;10000
17478000;47316;57389;3608;0;2706;0;749;969;5;696;56.44;96.11;11.5;0;10000
17481600;51196;64199;3884;0;2913;0;668;799;332;1995;56.44;96.11;11.5;0;10000
17485200;55740;70517;4016;0;3012;0;613;598;1417;5012;56.44;96.11;11.5;0;10000
17488800;59687;74758;4153;0;3114;0;587;626;3039;7339;56.44;96.11;11.5;0;10000
17492400;62086;77255;4273;0;3205;0;567;707;4753;8802;56.44;96.11;11.5;0;10000
17496000;63619;78752;4462;0;3346;0;689;885;6237;9802;56.44;96.11;11.5;0;10000
17499600;64678;78391;4308;0;3231;0;833;1063;7348;10323;56.44;96.11;11.5;0;10000
17503200;64427;78491;4018;0;3013;0;1170;1412;7779;10219;56.44;96.11;11.5;0;10000
17506800;63958;78212;3833;0;2875;0;1539;1789;7609;9672;56.44;96.11;11.5;0;10000
17510400;62578;77422;3903;0;2927;0;1900;2088;7264;8794;56.44;96.11;11.5;0;10000
17514000;61043;76442;4164;0;3123;0;2306;2287;6612;7531;56.44;96.11;11.5;0;10000
17517600;59683;75536;4219;0;3164;0;2791;2499;5116;5698;56.44;96.11;11.5;0;10000
17521200;59211;74088;4282;0;3211;0;2932;2680;3380;3103;56.44;96.11;11.5;0;10000
17524800;59232;72258;4577;0;3433;0;2990;2622;1978;1853;56.44;96.11;11.5;0;10000
17528400;56544;69911;4557;0;3418;0;2726;2512;814;188;56.44;96.11;11.5;0;10000
17532000;53725;68702;4411;0;3308;0;2320;2453;126;10;56.44;96.11;11.5;0;10000
17535600;54493;66678;4297;0;3223;0;2157;2361;0;0;56.44;96.11;11.5;0;10000
17539200;57510;62250;4398;1491;3298;1118;2470;2088;0;0;56.44;96.11;11.5;0;10000
17542800;53902;57816;4120;0;3090;0;2157;1948;0;0;56.44;96.11;11.5;0;10000
17546400;48881;54401;3781;0;2835;0;1936;1799;0;0;56.44;96.11;11.5;0;10000
17550000;47583;52452;3464;0;2598;0;1791;1690;0;0;56.44;96.11;11.5;0;10000
17553600;44963;51517;3368;0;2526;0;1743;1585;0;0;56.44;96.11;11.5;0;10000
17557200;43796;51426;3419;0;2564;0;1670;1608;0;0;56.44;96.11;11.5;0;10000
17560800;44683;52820;3480;0;2610;0;1578;1506;0;39;56.44;96.11;11.5;0;10000
17564400;47059;56957;3640;0;2730;0;1374;1307;1;590;56.44;96.11;11.5;0;10000
17568000;50732;63393;3957;0;2967;0;1090;1083;289;1683;56.44;96.11;11.5;0;10000
17571600;55047;69612;4415;0;3311;0;743;957;1594;4164;56.44;96.11;11.5;0;10000
17575200;58385;73722;4350;0;3263;0;580;940;3937;6099;56.44;96.11;11.5;0;10000
17578800;60505;76097;4140;0;3105;0;595;1083;6465;7207;56.44;96.11;11.5;0;10000
17582400;62117;77396;4195;0;3146;0;705;1200;8640;8145;56.44;96.11;11.5;0;10000
17586000;63348;77063;4138;0;3103;0;782;1320;9723;8474;56.44;96.11;11.5;0;10000
17589600;63068;77169;4062;0;3046;0;857;1453;10129;8380;56.44;96.11;11.5;0;10000
17593200;62982;76617;4041;0;3030;0;884;1518;10391;8259;56.44;96.11;11.5;0;10000
17596800;61725;75947;3947;0;2960;0;914;1533;10199;8057;56.44;96.11;11.5;0;10000
17600400;60335;75199;3981;0;2986;0;911;1554;9256;7486;56.44;96.11;11.5;0;10000
17604000;59051;74508;4120;0;3090;0;879;1452;7876;6121;56.44;96.11;11.5;0;10000
17607600;58701;73061;4325;0;3243;0;857;1292;5728;3565;56.44;96.11;11.5;0;10000
17611200;58587;71587;4596;0;3447;0;826;1182;3275;2029;56.44;96.11;11.5;0;10000
17614800;56091;69367;4593;0;3445;0;819;1085;1061;215;56.44;96.11;11.5;0;10000
17618400;53420;68192;4591;0;3443;0;855;1045;119;9;56.44;96.11;11.5;0;10000
17622000;54643;66271;4501;0;3376;0;1030;1009;0;0;56.44;96.11;11.5;0;10000
17625600;57593;61852;4573;1219;3430;914;1164;986;0;0;56.44;96.11;11.5;0;10000
17629200;54093;57247;4287;0;3215;0;1388;1015;0;0;56.44;96.11;11.5;0;10000
17632800;48541;53855;3836;0;2877;0;1459;1105;0;0;56.44;96.11;11.5;0;10000
17636400;47107;51849;3306;0;2480;0;1344;1138;0;0;56.44;96.11;11.5;0;10000
17640000;44529;50897;3202;0;2401;0;1261;1128;0;0;56.44;96.11;11.5;0;10000
17643600;43295;50813;3242;0;2432;0;1093;1083;0;0;56.44;96.11;11.5;0;10000
17647200;44212;52250;3360;0;2520;0;1030;1114;0;31;56.44;96.11;11.5;0;10000
17650800;46277;56606;3447;0;2585;0;1016;1109;4;557;56.44;96.11;11.5;0;10000
17654400;49752;62949;3720;0;2790;0;968;998;325;1753;56.44;96.11;11.5;0;10000
17658000;54057;69311;4112;0;3084;0;804;825;1742;4143;56.44;96.11;11.5;0;10000
17661600;57685;73395;4069;0;3051;0;597;807;4046;6500;56.44;96.11;11.5;0;10000
17665200;60218;75980;4262;0;3196;0;562;833;6145;8049;56.44;96.11;11.5;0;10000
17668800;61760;77440;4328;0;3246;0;742;945;7529;9303;56.44;96.11;11.5;0;10000
17672400;62919;77508;4402;0;3301;0;1024;1031;8385;9731;56.44;96.11;11.5;0;10000
17676000;62597;77201;4258;0;3193;0;1450;1169;8769;9589;56.44;96.11;11.5;0;10000
17679600;61584;76072;3967;0;2975;0;1896;1362;8494;8975;56.44;96.11;11.5;0;10000
17683200;60544;74977;3941;0;2956;0;2379;1721;8107;8117;56.44;96.11;11.5;0;10000
17686800;58910;73905;3885;0;2914;0;2746;2074;6990;6891;56.44;96.11;11.5;0;10000
17690400;57312;73324;4103;0;3077;0;3368;2366;5532;5216;56.44;96.11;11.5;0;10000
17694000;56824;72059;4361;0;3270;0;4503;2590;3963;3053;56.44;96.11;11.5;0;10000
17697600;56432;70097;4308;0;3231;0;4787;2882;2103;1543;56.44;96.11;11.5;0;10000
17701200;54075;67681;4031;0;3023;0;4368;2985;735;166;56.44;96.11;11.5;0;10000
17704800;52057;66222;3903;0;2927;0;4596;3320;86;5;56.44;96.11;11.5;0;10000
17708400;53254;63837;3793;0;2845;0;5200;3722;0;0;56.44;96.11;11.5;0;10000
17712000;55871;59660;3949;978;2962;733;5567;3955;0;0;56.44;96.11;11.5;0;10000
17715600;52554;55466;3706;0;2779;0;5754;4020;0;0;56.44;96.11;11.5;0;10000
17719200;47210;52143;3486;0;2614;0;5979;3978;0;0;56.44;96.11;11.5;0;10000
17722800;45553;49849;3365;0;2524;0;6226;3721;0;0;56.44;96.11;11.5;0;10000
17726400;42606;48377;3361;0;2521;0;6733;3815;0;0;56.44;96.11;11.5;0;10000
17730000;40748;47613;3231;0;2423;0;7244;3653;0;0;56.44;96.11;11.5;0;10000
17733600;40628;47118;3203;0;2402;0;7504;3708;0;20;56.44;96.11;11.5;0;10000
17737200;40963;47710;3424;0;2568;0;7599;3724;2;399;56.44;96.11;11.5;0;10000
17740800;41733;50835;3567;0;2675;0;7890;3807;283;1418;56.44;96.11;11.5;0;10000
17744400;44335;55313;3770;0;2827;0;7954;3987;1464;3516;56.44;96.11;11.5;0;10000
17748000;47705;59394;3964;0;2973;0;7830;4485;3366;5460;56.44;96.11;11.5;0;10000
17751600;50130;61855;4168;0;3126;0;7468;4886;5418;6765;56.44;96.11;11.5;0;10000
17755200;51332;62807;4245;0;3184;0;7030;5198;7027;7552;56.44;96.11;11.5;0;10000
17758800;52876;62128;4090;0;3067;0;6823;5245;8107;7836;56.44;96.11;11.5;0;10000
17762400;53053;60946;3940;0;2955;0;6636;5420;9012;7991;56.44;96.11;11.5;0;10000
17766000;51222;60016;3707;0;2780;0;6361;5319;9236;7945;56.44;96.11;11.5;0;10000
17769600;49658;59255;3486;0;2615;0;6034;4627;9163;7385;56.44;96.11;11.5;0;10000
17773200;48272;58548;3493;0;2620;0;5521;4532;8429;6346;56.44;96.11;11.5;0;10000
17776800;47456;58922;3598;0;2699;0;4983;4253;7270;4842;56.44;96.11;11.5;0;10000
17780400;47896;59360;3954;0;2965;0;4372;4058;5568;2755;56.44;96.11;11.5;0;10000
17784000;48518;59128;4257;0;3193;0;3493;3831;3171;1457;56.44;96.11;11.5;0;10000
17787600;47098;57939;4422;0;3316;0;2522;4141;1062;144;56.44;96.11;11.5;0;10000
17791200;45531;57538;4360;0;3270;0;1763;4508;122;3;56.44;96.11;11.5;0;10000
17794800;47518;56656;4326;0;3245;0;1408;4361;0;0;56.44;96.11;11.5;0;10000
17798400;51188;53606;4348;887;3261;665;1178;4261;0;0;56.44;96.11;11.5;0;10000
